timestamp_utc,species_id,ru_name,latin_name,modality,local_file,source_url,license,source_name
2026-05-05T09:32:08Z,SP004,Серая ворона,Corvus cornix,image,data/raw/images/SP004_img_03.jpg,https://commons.wikimedia.org/wiki/File:Corneille_mantelée_-_Hooded_crow_-_Gri_leş_kargası_03.jpg,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:32:10Z,SP004,Серая ворона,Corvus cornix,audio,data/raw/audio/SP004_aud_01.mp3,https://commons.wikimedia.org/wiki/File:Corvus_cornix_-_Hooded_Crow_XC347296.mp3,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:32:11Z,SP004,Серая ворона,Corvus cornix,audio,data/raw/audio/SP004_aud_02.mp3,https://commons.wikimedia.org/wiki/File:Corvus_cornix_-_Hooded_Crow_XC405788.mp3,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:32:12Z,SP004,Серая ворона,Corvus cornix,audio,data/raw/audio/SP004_aud_03.mp3,"https://commons.wikimedia.org/wiki/File:Hooded_Crow_(Corvus_cornix)_-_Bærum,_Norway_2021-04-03.mp3",CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:32:13Z,SP005,Обыкновенная кукушка,Cuculus canorus,text,data/raw/text/SP005_text_01.txt,https://en.wikipedia.org/wiki/Common_cuckoo,CC BY-SA 4.0 (Wikipedia content),Wikipedia
2026-05-05T09:32:15Z,SP005,Обыкновенная кукушка,Cuculus canorus,image,data/raw/images/SP005_img_01.jpg,https://commons.wikimedia.org/wiki/File:Bösenbechhofen_Weiher_Kuckuck_Cuculus_canorus-20240608-RM-170659.jpg,CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:32:16Z,SP005,Обыкновенная кукушка,Cuculus canorus,image,data/raw/images/SP005_img_02.jpg,https://commons.wikimedia.org/wiki/File:Common_Cuckoo_(Cuculus_canorus)_(8079424957).jpg,CC BY 2.0,Wikimedia Commons
2026-05-05T09:32:17Z,SP005,Обыкновенная кукушка,Cuculus canorus,image,data/raw/images/SP005_img_03.jpg,https://commons.wikimedia.org/wiki/File:Common_Cuckoo_(Cuculus_canorus)_(8079424957)_(2).jpg,CC BY 2.0,Wikimedia Commons
2026-05-05T09:32:19Z,SP005,Обыкновенная кукушка,Cuculus canorus,audio,data/raw/audio/SP005_aud_01.mp3,"https://commons.wikimedia.org/wiki/File:Common_Cuckoo_(Gjøk)_(Cuculus_canorus)_-_Sortland,_Norway_2023-07-14.mp3",CC BY-SA 4.0,Wikimedia Commons
2026-05-05T09:32:20Z,SP005,Обыкновенная кукушка,Cuculus canorus,audio,data/raw/audio/SP005_aud_02.mp3,https://commons.wikimedia.org/wiki/File:Cuculus_canorus_-_Common_Cuckoo_XC108332.mp3,CC BY-SA 4.0,Wikimedia Commons
