Character1,Character2,MidWithOffLane,MidWithSemiSupport,MidWithFullSupport,MidWithCarry,OffLaneWithMid,OffLaneWithSemiSupport,OffLaneWithFullSupport,OffLaneWithCarry,SemiSupportWithMid,SemiSupportWithOffLane,SemiSupportWithFullSupport,SemiSupportWithCarry,FullSupportWithMid,FullSupportWithOffLane,FullSupportWithSemiSupport,FullSupportWithCarry,CarryWithMid,CarryWithOffLane,CarryWithSemiSupport,CarryWithFullSupport,MidAgainstMid,MidAgainstOffLane,MidAgainstSemiSupport,MidAgainstFullSupport,MidAgainstCarry,OffLaneAgainstMid,OffLaneAgainstOffLane,OffLaneAgainstSemiSupport,OffLaneAgainstFullSupport,OffLaneAgainstCarry,SemiSupportAgainstMid,SemiSupportAgainstOffLane,SemiSupportAgainstSemiSupport,SemiSupportAgainstFullSupport,SemiSupportAgainstCarry,FullSupportAgainstMid,FullSupportAgainstOffLane,FullSupportAgainstSemiSupport,FullSupportAgainstFullSupport,FullSupportAgainstCarry,CarryAgainstMid,CarryAgainstOffLane,CarryAgainstSemiSupport,CarryAgainstFullSupport,CarryAgainstCarry
Ogre Magi,Shadow Fiend,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014
Ogre Magi,Luna,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.5384,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994,0.4994
Ogre Magi,Axe,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5431,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166,0.5166
Ogre Magi,Phoenix,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5446,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081,0.5081
Ogre Magi,Earthshaker,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5371,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082,0.5082
Ogre Magi,Alchemist,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5295,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203
Ogre Magi,Nyx Assassin,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5297,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172
Ogre Magi,Magnus,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5299,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073,0.5073
Ogre Magi,Dark Willow,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5336,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168,0.5168
Ogre Magi,Primal Beast,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5349,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236
Ogre Magi,Sand King,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5237,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052,0.5052
Ogre Magi,Zeus,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153,0.5153
Ogre Magi,Pugna,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271,0.5271
Ogre Magi,Centaur Warrunner,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5233,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101,0.5101
Ogre Magi,Ursa,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152,0.5152
Ogre Magi,Terrorblade,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5184,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229,0.5229
Ogre Magi,Storm Spirit,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098,0.5098
Ogre Magi,Ember Spirit,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.5173,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514,0.514
Ogre Magi,Beastmaster,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5131,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108,0.5108
Ogre Magi,Huskar,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267,0.5267
Ogre Magi,Kunkka,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331,0.5331
Ogre Magi,Witch Doctor,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519,0.519
Ogre Magi,Disruptor,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.5169,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513
Ogre Magi,Tusk,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5007,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144,0.5144
Ogre Magi,Anti-Mage,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5026,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155,0.5155
Ogre Magi,Leshrac,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.5102,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534
Ogre Magi,Necrophos,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.4972,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321,0.5321
Ogre Magi,Grimstroke,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.4957,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378,0.5378
Ogre Magi,Venomancer,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.4822,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247
Ogre Magi,Io,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5087,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396,0.5396
Alchemist,Queen Of Pain,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.5053,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857,0.4857
Naga Siren,Shadow Fiend,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.5509,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784,0.4784
Naga Siren,Bounty Hunter,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.5561,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457,0.457
Naga Siren,Clockwerk,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.5424,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853,0.4853
Naga Siren,Luna,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.5129,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775,0.4775
Naga Siren,Medusa,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986,0.4986
Naga Siren,Ringmaster,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.5373,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505,0.505
Naga Siren,Sand King,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.5198,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549,0.4549
Naga Siren,Storm Spirit,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5142,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064,0.5064
Naga Siren,Alchemist,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.515,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829,0.4829
Naga Siren,Invoker,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858
Naga Siren,Legion Commander,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.5247,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696
Naga Siren,Puck,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.5114,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469
Naga Siren,Earth Spirit,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.5214,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918,0.4918
Naga Siren,Lion,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966,0.4966
Naga Siren,Enigma,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.5326,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636,0.4636
Naga Siren,Drow Ranger,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5236,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245
Naga Siren,Ursa,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749,0.4749
Naga Siren,Queen Of Pain,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4979,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978,0.4978
Naga Siren,Beastmaster,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637,0.4637
Naga Siren,Magnus,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.5128,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984
Naga Siren,Shadow Demon,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.5103,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693,0.4693
Naga Siren,Kunkka,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5355,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137,0.5137
Naga Siren,Rubick,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487
Naga Siren,Nyx Assassin,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5014,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006,0.5006
Naga Siren,Primal Beast,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5107,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187,0.5187
Naga Siren,Tiny,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095
