Character1,Character2,MidWithOffLane,MidWithSemiSupport,MidWithFullSupport,MidWithCarry,OffLaneWithMid,OffLaneWithSemiSupport,OffLaneWithFullSupport,OffLaneWithCarry,SemiSupportWithMid,SemiSupportWithOffLane,SemiSupportWithFullSupport,SemiSupportWithCarry,FullSupportWithMid,FullSupportWithOffLane,FullSupportWithSemiSupport,FullSupportWithCarry,CarryWithMid,CarryWithOffLane,CarryWithSemiSupport,CarryWithFullSupport,MidAgainstMid,MidAgainstOffLane,MidAgainstSemiSupport,MidAgainstFullSupport,MidAgainstCarry,OffLaneAgainstMid,OffLaneAgainstOffLane,OffLaneAgainstSemiSupport,OffLaneAgainstFullSupport,OffLaneAgainstCarry,SemiSupportAgainstMid,SemiSupportAgainstOffLane,SemiSupportAgainstSemiSupport,SemiSupportAgainstFullSupport,SemiSupportAgainstCarry,FullSupportAgainstMid,FullSupportAgainstOffLane,FullSupportAgainstSemiSupport,FullSupportAgainstFullSupport,FullSupportAgainstCarry,CarryAgainstMid,CarryAgainstOffLane,CarryAgainstSemiSupport,CarryAgainstFullSupport,CarryAgainstCarry
Chaos Knight,Sand King,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.5059,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514
Chaos Knight,Invoker,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4858,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707
Chaos Knight,Ancient Apparition,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5156,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201,0.5201
Chaos Knight,Earth Spirit,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.5121,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807,0.4807
Chaos Knight,Luna,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.489,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688,0.4688
Chaos Knight,Witch Doctor,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.4952,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048,0.5048
Chaos Knight,Vengeful Spirit,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984
Chaos Knight,Beastmaster,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.5213,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906
Chaos Knight,Pangolier,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4887,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613,0.4613
Chaos Knight,Rubick,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932,0.4932
Chaos Knight,Ringmaster,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4841,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668,0.4668
Chaos Knight,Axe,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4931,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409
Chaos Knight,Spirit Breaker,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4929,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707,0.4707
Chaos Knight,Dazzle,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.5074,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836,0.4836
Chaos Knight,Silencer,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.4933,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228,0.5228
Chaos Knight,Dark Willow,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.4813,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158,0.5158
Chaos Knight,Timbersaw,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4768,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635
Chaos Knight,Pudge,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068,0.5068
Chaos Knight,Centaur Warrunner,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.5038,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696,0.4696
Chaos Knight,Storm Spirit,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.4663,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126,0.5126
Chaos Knight,Morphling,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.4736,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317,0.5317
Chaos Knight,Tusk,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4616,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984,0.4984
Chaos Knight,Necrophos,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4907,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628,0.4628
Chaos Knight,Razor,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.4906,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473,0.5473
Chaos Knight,Ember Spirit,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4811,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921,0.4921
Chaos Knight,Mars,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.4714,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278,0.5278
Chaos Knight,Magnus,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782,0.4782
Chaos Knight,Outworld Destroyer,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884,0.4884
Chaos Knight,Jakiro,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.4623,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031,0.5031
Chaos Knight,Clinkz,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.529,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132
Chaos Knight,Tiny,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195
Chaos Knight,Marci,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4547,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928,0.4928
Chaos Knight,Lina,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4562,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505
Chaos Knight,Huskar,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.4633,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172
Chaos Knight,Phantom Assassin,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035
Chaos Knight,Visage,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698,0.4698
Chaos Knight,Sniper,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.4401,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115,0.5115
Chaos Knight,Mirana,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.4743,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931,0.5931
Chaos Knight,Crystal Maiden,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4467,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874,0.4874
Chaos Knight,Pugna,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967,0.4967
Chaos Knight,Dragon Knight,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4629,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729,0.4729
Chaos Knight,Muerta,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4644,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925,0.4925
Chaos Knight,Monkey King,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795,0.4795
Chaos Knight,Disruptor,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4505,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868,0.4868
Chaos Knight,Snapfire,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.4593,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192,0.5192
Chaos Knight,Viper,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.4711,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611,0.5611
Chaos Knight,Batrider,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5204,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673,0.5673
Chaos Knight,Riki,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.4821,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461,0.5461
Chaos Knight,Slardar,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.4898,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372,0.5372
Chaos Knight,Doom,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.4569,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203,0.5203
Chaos Knight,Keeper Of The Light,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.4961,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366,0.5366
Chaos Knight,Death Prophet,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.483,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385,0.5385
Chaos Knight,Bristleback,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.4302,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445,0.5445
Chaos Knight,Terrorblade,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.4674,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.508
Chaos Knight,Skywrath Mage,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.4409,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577,0.5577
Chaos Knight,Juggernaut,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4387,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865,0.4865
