Id;Name;Episodes;Franchise;Kind;Rating;Score;Status;AiredOn;ReleasedOn
33422;Nyancos: Hello! Our Brilliant Future Digest;1;nyancos;special;g;0.0;released;2003-12-16T21:00:00.0000000Z;
33429;Wingcle Bear Hamkkehaneun Lomentig Hwaiteudei;1;;ona;g;5.14;released;2013-03-06T20:00:00.0000000Z;
33430;Oscar's Oasis;78;;tv;g;5.91;released;2011-02-27T21:00:00.0000000Z;2011-06-14T20:00:00.0000000Z
33431;Vicky and Johnny;104;;tv;pg;0.0;released;2006-12-31T21:00:00.0000000Z;
33433;Shuumatsu no Izetta;12;;tv;r;6.76;released;2016-09-30T21:00:00.0000000Z;2016-12-16T21:00:00.0000000Z
33434;Heybot!;50;;tv;pg;5.95;released;2016-09-17T21:00:00.0000000Z;2017-09-23T21:00:00.0000000Z
33438;Walking Meat;1;;movie;r;0.0;released;2018-09-23T21:00:00.0000000Z;
33443;Luo Xiao Hei Zhan Ji;28;luo_xiao_hei_zhan_ji;ona;pg;7.65;released;2011-03-16T21:00:00.0000000Z;2019-08-26T21:00:00.0000000Z
33446;Huyao Xiao Hongniang: Yue Hong;13;huyao_xiao_hongniang;ona;pg_13;7.71;released;2016-06-23T21:00:00.0000000Z;2016-09-15T21:00:00.0000000Z
33447;Piace: Watashi no Italian;12;;tv;pg_13;5.88;released;2017-01-10T21:00:00.0000000Z;2017-03-28T21:00:00.0000000Z
33449;Moving Colors;1;;movie;g;5.48;released;2016-04-25T21:00:00.0000000Z;
33454;Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi;1;kameari_park_precinct;special;pg_13;6.45;released;2016-09-17T21:00:00.0000000Z;
33455;Kakushigoto;1;kakushigoto;ona;g;6.25;released;2016-06-15T21:00:00.0000000Z;
33456;Fate/kaleid liner Prisma☆Illya 3rei!! Specials;6;fate;special;pg_13;6.72;released;2016-09-29T21:00:00.0000000Z;2017-02-23T21:00:00.0000000Z
33457;Gakuen Handsome Special;1;gakuen_handsome;special;pg_13;5.63;released;2016-12-19T21:00:00.0000000Z;
33462;Bernard-jou Iwaku.;12;bernard_jou_iwaku;tv;pg_13;6.0;released;2016-10-06T21:00:00.0000000Z;2016-12-22T21:00:00.0000000Z
33465;Hong Haier: Juezhan Huoyanshan;1;;movie;pg;0.0;released;2005-08-04T20:00:00.0000000Z;
33473;Tokyo Futago Athletic;8;;tv;g;0.0;released;2016-12-29T21:00:00.0000000Z;2017-01-06T21:00:00.0000000Z
33474;Haha wo Tazunete Sanzenri (Movie);1;marco;movie;g;6.5;released;1980-07-18T21:00:00.0000000Z;
33475;Busou Shoujo Machiavellianism;12;busou_shoujo_machiavellianism;tv;pg_13;6.95;released;2017-04-04T21:00:00.0000000Z;2017-06-20T21:00:00.0000000Z
33478;UQ Holder!: Mahou Sensei Negima! 2;12;negima;tv;pg_13;6.99;released;2017-10-02T21:00:00.0000000Z;2017-12-18T21:00:00.0000000Z
33479;Muzumuzu Eighteen;20;;tv;g;0.0;released;2016-05-02T21:00:00.0000000Z;2017-01-13T21:00:00.0000000Z
33480;Waku Waku Koma-chan;1;komaneko;ona;g;0.0;released;2016-06-16T21:00:00.0000000Z;
33484;Shiroi Zou;1;shiroi_zou;movie;g;0.0;released;1962-12-31T21:00:00.0000000Z;
33485;Naita Aka Oni;1;naita_aka_oni;movie;g;0.0;released;1963-12-31T21:00:00.0000000Z;
33486;Boku no Hero Academia 2nd Season;25;boku_no_hero_academia;tv;pg_13;8.31;released;2017-03-31T21:00:00.0000000Z;2017-09-29T21:00:00.0000000Z
33487;Masamune-kun no Revenge;12;masamune_kun_no_revenge;tv;pg_13;6.82;released;2017-01-04T21:00:00.0000000Z;2017-03-22T21:00:00.0000000Z
33489;Little Witch Academia (TV);25;little_witch_academia;tv;g;7.89;released;2017-01-08T21:00:00.0000000Z;2017-06-25T21:00:00.0000000Z
33490;Kaitou Joker 4th Season;13;joker;tv;pg;7.34;released;2016-10-02T21:00:00.0000000Z;2016-12-25T21:00:00.0000000Z
33491;Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?;1;shounen_maid;ova;pg;7.13;released;2016-08-23T21:00:00.0000000Z;
33493;Promised Town;1;;ona;pg_13;5.32;released;2016-06-15T21:00:00.0000000Z;
33498;Ganbare! Kickers Specials;3;ganbare_kickers;special;g;6.23;released;1988-01-04T21:00:00.0000000Z;
33499;Ganbare! Kickers: Bokutachi no Densetsu;1;ganbare_kickers;ova;g;6.2;released;1987-08-20T20:00:00.0000000Z;
33500;Acerola-chan;3;;ona;g;0.0;released;2009-07-02T20:00:00.0000000Z;2009-08-30T20:00:00.0000000Z
33501;Go Go Smile Anime;6;;special;g;0.0;released;2013-03-31T20:00:00.0000000Z;2014-01-31T20:00:00.0000000Z
33502;Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?;12;;tv;pg_13;7.72;released;2017-04-10T21:00:00.0000000Z;2017-06-26T21:00:00.0000000Z
33506;Ao no Exorcist: Kyoto Fujouou-hen;12;ao_no_exorcist;tv;pg_13;7.42;released;2017-01-06T21:00:00.0000000Z;2017-03-24T21:00:00.0000000Z
33508;Si Ling Bianma: Zhi Shijie Caozong Zhe;12;si_ling_bianma;ona;r;5.45;released;2013-12-18T20:00:00.0000000Z;2014-06-03T20:00:00.0000000Z
33511;Koro-sensei Q!;1;ansatsu_kyoushitsu;movie;pg_13;7.08;released;2016-11-18T21:00:00.0000000Z;
33512;Animegatari x Koukaku Kidoutai Collab Eizou;1;;ona;g;5.22;released;2015-06-11T21:00:00.0000000Z;
33513;Ansatsu Kyoushitsu: 365-nichi no Jikan;1;ansatsu_kyoushitsu;movie;pg_13;7.35;released;2016-11-18T21:00:00.0000000Z;
33519;Koutetsujou no Kabaneri Movie 1: Tsudou Hikari;1;koutetsujou_no_kabaneri;movie;r;7.49;released;2016-12-30T21:00:00.0000000Z;
33520;Koutetsujou no Kabaneri Movie 2: Moeru Inochi;1;koutetsujou_no_kabaneri;movie;r;7.48;released;2017-01-06T21:00:00.0000000Z;
33522;Chiba Pedal: Yowamushi Pedal to Manabu Jitensha Koutsuu Anzen;6;yowamushi_pedal;ona;pg_13;6.33;released;2016-06-30T21:00:00.0000000Z;2016-09-08T21:00:00.0000000Z
33524;Sakamoto Desu ga? Special;1;sakamoto_desu_ga;special;pg_13;6.82;released;2016-09-25T21:00:00.0000000Z;
33525;Tokyo 2164;1;;ona;g;0.0;released;2014-11-30T21:00:00.0000000Z;
33527;Kubbe no Ongakukai;2;kubbe_pv_full_ver;ona;g;0.0;released;2014-10-07T20:00:00.0000000Z;2019-03-04T21:00:00.0000000Z
33528;Kubbe Kort Animasjon;24;kubbe_pv_full_ver;ona;g;0.0;released;2013-04-23T20:00:00.0000000Z;2014-03-29T20:00:00.0000000Z
33529;Kubbe PV Full ver.;1;kubbe_pv_full_ver;ona;g;0.0;released;2012-05-14T20:00:00.0000000Z;
33531;Juushinki Pandora;26;;tv;pg_13;6.34;released;2018-03-28T21:00:00.0000000Z;2018-09-19T21:00:00.0000000Z
33532;Twin Angel Break;12;twin_angel_break;tv;pg_13;5.89;released;2017-04-06T21:00:00.0000000Z;2017-06-22T21:00:00.0000000Z
33533;Tokyo Onlypic;1;;movie;g;0.0;released;2008-08-07T20:00:00.0000000Z;
33534;Curly;1;;ona;g;5.69;released;2014-10-09T20:00:00.0000000Z;
33535;Runningman;1;;ona;g;0.0;released;2012-02-21T20:00:00.0000000Z;
33536;Fly;1;;ona;g;5.0;released;2012-02-21T20:00:00.0000000Z;
33537;My Home;1;;ona;g;0.0;released;2009-02-16T21:00:00.0000000Z;
33538;Shima Kousaku no Asia Risshi-den;26;shima_kousaku_no_asia_risshi_den;tv;pg_13;0.0;released;2013-05-09T20:00:00.0000000Z;2015-02-12T21:00:00.0000000Z
33539;Shima Kousaku no Asia Risshi-den Specials;4;shima_kousaku_no_asia_risshi_den;special;pg_13;0.0;released;2013-04-30T20:00:00.0000000Z;2014-05-04T20:00:00.0000000Z
33540;Shima Kousaku no Asia Shinseki-den;30;shima_kousaku_no_asia_risshi_den;tv;pg_13;0.0;released;2015-12-31T21:00:00.0000000Z;
33541;Bishoujo Yuugi Unit Crane Game Girls Galaxy;12;bishoujo_yuugi_unit_crane_game_girls;tv;pg;4.79;released;2016-10-04T21:00:00.0000000Z;2016-12-20T21:00:00.0000000Z
33542;Mameshiba Gakuen;8;;special;g;5.57;released;2015-11-18T21:00:00.0000000Z;2020-01-22T21:00:00.0000000Z
33543;Tanahashi Hiroshi X Mameshiba Pro Wrestling;2;;special;g;5.2;released;2013-07-08T20:00:00.0000000Z;2014-08-23T20:00:00.0000000Z
33544;InaDan Movie x Mameshiba Collab CM;2;;special;g;5.33;released;2012-10-29T20:00:00.0000000Z;
33545;Henna Omamesan;1;taka_no_tsume;special;g;4.61;released;2013-12-31T20:00:00.0000000Z;
33546;Monster Strike: Mermaid Rhapsody;1;taka_no_tsume;ona;pg;6.75;released;2016-08-13T21:00:00.0000000Z;
33547;Mameshiba x Gaist Crusher Collab CM;1;;special;g;0.0;released;2014-03-20T20:00:00.0000000Z;
33548;Babyshiba;7;;special;g;5.67;released;2010-12-31T21:00:00.0000000Z;2020-02-19T21:00:00.0000000Z
33549;Mame-Mofu Collab Animation;1;;ona;g;5.5;released;2007-12-31T21:00:00.0000000Z;
33550;Bic Contact X Mameshiba Collab CM;1;;special;g;5.56;released;2013-08-01T20:00:00.0000000Z;
33551;Mameshi-Pamyu-Pamyu;9;;special;g;5.43;released;2011-12-31T20:00:00.0000000Z;2012-12-31T20:00:00.0000000Z
33552;Mameshiba Bangai-hen;5;;special;g;5.74;released;2007-12-31T21:00:00.0000000Z;2019-06-19T21:00:00.0000000Z
33558;Tales of Zestiria the Cross: Saiyaku no Jidai;1;tales_of;special;pg_13;7.27;released;2016-07-02T21:00:00.0000000Z;
33562;Heibai Wushang;12;heibai_wushang;ona;pg_13;6.28;released;2015-07-08T21:00:00.0000000Z;2016-02-24T21:00:00.0000000Z
33564;Armed Blue Gunvolt;1;;ova;pg_13;5.71;released;2017-02-08T21:00:00.0000000Z;
33566;Baki: Most Evil Death Row Convicts Special Anime;1;baki;ova;r;6.49;released;2016-12-05T21:00:00.0000000Z;
33569;Re:Petit kara Hajimeru Isekai Seikatsu;14;re_zero;special;pg_13;6.71;released;2016-06-23T21:00:00.0000000Z;2016-09-22T21:00:00.0000000Z
33570;Zenryoku Yobikou 5.5 Seminar Prologue;1;channel;ona;pg_13;0.0;released;2015-07-19T21:00:00.0000000Z;
33571;Zenryoku Yobikou 5.5 Seminar;9;channel;ona;pg_13;0.0;released;2015-07-19T21:00:00.0000000Z;2015-11-14T21:00:00.0000000Z
33572;Idol Memories;12;;tv;pg_13;5.36;released;2016-10-02T21:00:00.0000000Z;2016-12-18T21:00:00.0000000Z
33573;BanG Dream!;13;bang_dream;tv;pg_13;6.96;released;2017-01-20T21:00:00.0000000Z;2017-04-21T21:00:00.0000000Z
33581;Trinity Seven Movie 1: Eternity Library to Alchemic Girl;1;trinity_seven;movie;pg_13;7.27;released;2017-02-24T21:00:00.0000000Z;
33583;Nana Moon;52;;tv;pg;0.0;released;2011-12-31T20:00:00.0000000Z;
33589;ViVid Strike!;12;mahou_shoujo_lyrical_nanoha;tv;pg_13;7.08;released;2016-10-01T21:00:00.0000000Z;2016-12-17T21:00:00.0000000Z
33599;Na Sa Er Ding;50;;tv;pg_13;0.0;released;2014-12-21T21:00:00.0000000Z;2015-01-14T21:00:00.0000000Z
33600;Menghuan Xiyou;13;menghuan_xiyou;ona;pg_13;0.0;released;2014-12-28T21:00:00.0000000Z;2015-02-05T21:00:00.0000000Z
33601;Menghuan Xiyou 2;13;menghuan_xiyou;ona;pg_13;0.0;released;2015-04-09T21:00:00.0000000Z;2015-05-21T21:00:00.0000000Z
33602;Mo Jing Lieren;26;mo_jing_lieren;ona;pg_13;0.0;released;2014-08-27T20:00:00.0000000Z;2015-02-11T21:00:00.0000000Z
33603;Mo Jing Lieren 2nd Season;26;mo_jing_lieren;ona;pg_13;0.0;released;2015-04-25T21:00:00.0000000Z;2015-12-30T21:00:00.0000000Z
33604;Mo Jing Lieren 3rd Season;29;mo_jing_lieren;ona;pg_13;0.0;released;2016-07-13T21:00:00.0000000Z;2017-01-25T21:00:00.0000000Z
33605;Ling Qi;20;ling_qi;ona;pg_13;7.14;released;2016-06-20T21:00:00.0000000Z;2016-10-31T21:00:00.0000000Z
33606;One Piece Film: Gold Episode 0 - 711 ver.;1;one_piece;special;pg_13;7.16;released;2016-07-01T21:00:00.0000000Z;
33607;Kahei no Umi;1;;movie;pg;0.0;released;2005-07-15T20:00:00.0000000Z;
33618;Ozmafia!! Special;1;ozmafia;special;pg_13;5.62;released;2016-10-27T21:00:00.0000000Z;
33630;Xing You Ji;26;xing_you_ji;tv;pg_13;0.0;released;2011-10-29T20:00:00.0000000Z;
33654;Hitorijime My Hero;12;;tv;pg_13;7.4;released;2017-07-07T21:00:00.0000000Z;2017-09-22T21:00:00.0000000Z
33658;Girls & Panzer: Kore ga Hontou no Anzio-sen Desu! - Fushou Akiyama Yukari no Sensha Kouza;1;girls_panzer;special;pg_13;6.9;released;2014-07-24T20:00:00.0000000Z;
33659;Fushigi na Somera-chan Special;1;fushigi_na_somera_chan;special;pg_13;5.57;released;2015-12-25T21:00:00.0000000Z;
33661;Crayon Shin-chan Gaiden: Alien vs. Shinnosuke;13;shin_men;ona;g;6.58;released;2016-08-02T21:00:00.0000000Z;2016-10-25T21:00:00.0000000Z
33662;Taka no Tsume 8: Yoshida-kun no Batten File;1;hybrid_deka;movie;none;0.0;released;2016-08-19T21:00:00.0000000Z;
33668;Soushin Shoujo Matoi;12;soushin_shoujo_matoi;tv;pg_13;6.72;released;2016-10-03T21:00:00.0000000Z;2016-12-19T21:00:00.0000000Z
33669;Cure Miracle to Mofurun no Mahou Lesson;1;pretty_cure;movie;g;5.79;released;2016-10-28T21:00:00.0000000Z;
33670;Xingji Biaoche Wang;52;;tv;g;0.0;released;2006-01-31T21:00:00.0000000Z;2006-05-31T20:00:00.0000000Z
33671;Feng Shu Zhan Jing;26;feng_shu_zhan_jing;tv;g;0.0;released;2010-12-21T21:00:00.0000000Z;2010-12-31T21:00:00.0000000Z
33672;Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken;1;doraemon;movie;pg;7.32;released;2017-03-03T21:00:00.0000000Z;
33674;No Game No Life: Zero;1;no_game_no_life;movie;pg_13;8.31;released;2017-07-14T21:00:00.0000000Z;
33681;Flying Witch Petit Special;1;flying_witch;special;pg_13;5.98;released;2016-06-21T21:00:00.0000000Z;
33685;Cyborg 009: Call of Justice 1;1;cyborg;movie;pg;6.29;released;2016-11-24T21:00:00.0000000Z;
33686;Cyborg 009: Call of Justice 2;1;cyborg;movie;pg;6.42;released;2016-12-01T21:00:00.0000000Z;
33687;Cyborg 009: Call of Justice 3;1;cyborg;movie;pg;6.44;released;2016-12-08T21:00:00.0000000Z;
33690;Nazotokine;12;nazotokine;tv;pg_13;4.85;released;2016-10-04T21:00:00.0000000Z;2016-12-20T21:00:00.0000000Z
33691;Tsukiyo to Megane;1;;movie;g;0.0;released;1965-12-31T21:00:00.0000000Z;
33692;Shigeo wa Handsome;1;;ona;pg;4.93;released;2005-09-30T20:00:00.0000000Z;
33693;Meitantei Gordon;1;;ona;pg;4.66;released;2006-05-31T20:00:00.0000000Z;
33694;Mukidashi no Mitsuko;1;;ona;g;5.02;released;2006-11-30T21:00:00.0000000Z;
33695;Kabushikigaisha Aokishouji;2;;special;g;5.02;released;2015-04-06T21:00:00.0000000Z;
33697;Gravity Daze The Animation: Ouverture;1;;ova;pg_13;6.4;released;2016-12-25T21:00:00.0000000Z;
33698;IRoid: Koi no Yuukou Frontier;1;;ona;g;5.22;released;2015-12-13T21:00:00.0000000Z;
33702;Tong Zhi Zhe;10;;ona;r;6.24;released;2015-12-30T21:00:00.0000000Z;2016-03-16T21:00:00.0000000Z
33703;Chao Shen Youxi;25;;ona;pg_13;0.0;released;2013-11-14T20:00:00.0000000Z;2015-03-19T21:00:00.0000000Z
33704;AOTU Shijie;32;aotu_shijie;ona;pg_13;0.0;released;2016-06-26T21:00:00.0000000Z;2017-01-30T21:00:00.0000000Z
33705;Mameshiba the DVD Green Pea-shiba no Kutsujoku;4;;ova;g;0.0;released;2009-09-15T20:00:00.0000000Z;
33706;Gui Bao: Baoxiao Chuang Yuzhou;1;;movie;g;0.0;released;2015-08-05T21:00:00.0000000Z;
33708;Baku Tech! Bakugan Gachi Special;1;baku_tech_bakugan;ona;g;5.6;released;2014-02-04T20:00:00.0000000Z;
33709;Garo: Guren no Tsuki Special;1;garo;special;pg_13;6.21;released;2016-07-05T21:00:00.0000000Z;
33710;Run & Roll;1;;movie;g;4.77;released;2012-12-31T20:00:00.0000000Z;
33712;Bikini Warriors OVA;5;bikini_warriors;ova;r_plus;5.57;released;2016-12-06T21:00:00.0000000Z;2018-07-27T21:00:00.0000000Z
33713;Seihou Bukyou Outlaw Star Specials;2;seihou_tenshi_angel_links;special;r_plus;7.1;released;1998-12-17T21:00:00.0000000Z;1999-04-24T20:00:00.0000000Z
33717;Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars Special;1;ihatov_gensou;special;g;0.0;released;2007-02-22T21:00:00.0000000Z;
33720;Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer;1;girls_panzer;movie;pg_13;6.5;released;2015-11-20T21:00:00.0000000Z;
33723;Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama;12;mahou_shoujo_naria_girls;ona;pg_13;0.0;released;2016-06-30T21:00:00.0000000Z;2016-09-15T21:00:00.0000000Z
33724;Monster Strike The Movie: Hajimari no Basho e;1;taka_no_tsume;movie;g;6.8;released;2016-12-09T21:00:00.0000000Z;
33726;Saiyuuki Reload Blast;12;saiyuki;tv;pg_13;7.22;released;2017-07-04T21:00:00.0000000Z;2017-09-19T21:00:00.0000000Z
33727;Neko no Dayan: Fushigi Gekijou;30;neko_no_dayan;tv;g;0.0;released;2016-09-30T21:00:00.0000000Z;2017-04-19T21:00:00.0000000Z
33728;Chain Chronicle: Haecceitas no Hikari Part 1;1;chain_chronicle;movie;pg_13;7.06;released;2016-12-02T21:00:00.0000000Z;
33729;Chain Chronicle: Haecceitas no Hikari Part 2;1;chain_chronicle;movie;pg_13;7.06;released;2017-01-13T21:00:00.0000000Z;
33730;Chain Chronicle: Haecceitas no Hikari Part 3;1;chain_chronicle;movie;pg_13;7.07;released;2017-02-10T21:00:00.0000000Z;
33731;Gabriel DropOut;12;gabriel_dropout;tv;pg_13;7.49;released;2017-01-08T21:00:00.0000000Z;2017-03-26T21:00:00.0000000Z
33733;Inazuma Eleven: Ares no Tenbin;26;inazuma_eleven;tv;g;6.67;released;2018-04-05T21:00:00.0000000Z;2018-09-27T21:00:00.0000000Z
33734;Samurai Noodles: The Originator;1;anisama;ona;g;6.21;released;2016-07-04T21:00:00.0000000Z;
33736;After School;0;after_school;ona;none;0.0;anons;;
33737;Megaton-kyuu Musashi;0;after_school;tv;none;0.0;anons;2021-06-30T21:00:00.0000000Z;
33739;Tian Xin Ge Ge;52;tian_xin_ge_ge;tv;pg;0.0;released;2011-10-03T20:00:00.0000000Z;2011-11-23T20:00:00.0000000Z
33740;Katekyo Hitman Reborn! x ēlDLIVE Special;1;katekyo_hitman_reborn;special;pg_13;6.76;released;2016-07-27T21:00:00.0000000Z;
33741;Kidou Keisatsu Patlabor: Reboot;1;mobile_police_patlabor;movie;pg_13;6.55;released;2016-10-14T21:00:00.0000000Z;
33743;Fuuka;12;fuuka;tv;r_plus;6.53;released;2017-01-05T21:00:00.0000000Z;2017-03-23T21:00:00.0000000Z
33746;Anitore! XX: Hitotsu Yane no Shita de;12;anitore_xx;tv;pg_13;5.61;released;2016-10-04T21:00:00.0000000Z;2016-12-20T21:00:00.0000000Z
33753;Tian Xin Ge Ge 2nd Season;52;tian_xin_ge_ge;tv;none;0.0;released;2012-09-26T20:00:00.0000000Z;2012-11-11T20:00:00.0000000Z
33755;Ma Shen;16;;ona;pg_13;0.0;released;2016-06-27T21:00:00.0000000Z;2016-11-08T21:00:00.0000000Z
33756;Hen Xi You;20;;ona;pg_13;0.0;released;2016-05-31T21:00:00.0000000Z;2016-11-27T21:00:00.0000000Z
33757;Shuang Yue Zhi Cheng;13;;ona;pg_13;0.0;released;2016-03-29T21:00:00.0000000Z;2016-09-07T21:00:00.0000000Z
33758;Wu Geng Ji;30;wu_geng_ji;ona;pg_13;7.49;released;2016-06-23T21:00:00.0000000Z;2017-08-23T21:00:00.0000000Z
33759;Feng Wei Ying Xiong;13;feng_wei_ying_xiong;ona;pg_13;6.46;released;2015-09-15T21:00:00.0000000Z;2016-07-02T21:00:00.0000000Z
33760;Shen Ming Zhi Zhou;12;;ona;pg_13;0.0;released;2015-12-01T21:00:00.0000000Z;2016-05-10T21:00:00.0000000Z
33761;Qui Shui Yi Yun;12;;ona;pg_13;5.8;released;2015-07-15T21:00:00.0000000Z;2016-04-06T21:00:00.0000000Z
33762;Yong Zhe Da Mao Xian;26;yong_zhe_da_mao_xian;ona;pg_13;0.0;released;2015-03-30T21:00:00.0000000Z;2015-10-29T21:00:00.0000000Z
33763;Yong Zhe Da Mao Xian 2nd Season;26;yong_zhe_da_mao_xian;ona;pg_13;0.0;released;2016-03-24T21:00:00.0000000Z;2016-10-13T21:00:00.0000000Z
33764;Ying Xiong Bie Nao;13;;ona;none;0.0;released;2015-06-30T21:00:00.0000000Z;2015-11-03T21:00:00.0000000Z
33770;Kirin Hyoketsu: Atarashiku Ikou Animation Movie;1;;ona;g;5.26;released;2016-08-01T21:00:00.0000000Z;
33771;Cheating Craft;12;;tv;pg_13;5.43;released;2016-10-04T21:00:00.0000000Z;2016-12-20T21:00:00.0000000Z
33772;Spy Penguin (ONA);43;spy_penguin;ona;pg;0.0;released;2013-04-25T20:00:00.0000000Z;2014-12-10T21:00:00.0000000Z
33773;Spy Penguin (ONA): White Christmas;1;spy_penguin;ona;pg;0.0;released;2013-12-29T20:00:00.0000000Z;
33775;Soul Buster;12;;tv;pg_13;5.8;released;2016-10-03T21:00:00.0000000Z;2016-12-10T21:00:00.0000000Z
33776;Watashitachi, Luck Logic-bu! 2;12;hina_logi;ona;pg_13;5.6;released;2016-07-31T21:00:00.0000000Z;2017-01-21T21:00:00.0000000Z
33777;Yodomi no Sakagi;1;;movie;r;5.9;released;2013-12-31T20:00:00.0000000Z;
33779;Jakusansei Million Arthur Specials;3;kairisei_million_arthur;special;pg_13;5.68;released;2016-07-05T21:00:00.0000000Z;2016-08-24T21:00:00.0000000Z
33782;Life!;2;;special;pg_13;0.0;released;2016-08-03T21:00:00.0000000Z;2016-10-12T21:00:00.0000000Z
33783;Godzilla 1: Kaijuu Wakusei;1;godzilla;movie;r;6.51;released;2017-11-16T21:00:00.0000000Z;
33787;Usamaru;12;;ona;g;0.0;released;2016-08-04T21:00:00.0000000Z;2016-10-20T21:00:00.0000000Z
33788;Marginal#4: Kiss kara Tsukuru Big Bang;12;;tv;pg_13;6.69;released;2017-01-11T21:00:00.0000000Z;2017-03-29T21:00:00.0000000Z
33789;Peeping Life x Sanyo;6;peeping_life;ona;g;0.0;released;2016-07-02T21:00:00.0000000Z;2017-07-05T21:00:00.0000000Z
33791;Warui no wo Taose!! Salaryman Man;1;;ona;pg;5.49;released;2004-10-31T21:00:00.0000000Z;
33792;Feng Shu Zhan Jing 2;26;feng_shu_zhan_jing;tv;pg;0.0;released;2012-01-31T20:00:00.0000000Z;2012-11-30T20:00:00.0000000Z
33795;Mahou Shoujo Nante Mou Ii Desukara. Second Season;12;mahou_shoujo_nante_mou_ii_desukara;tv;pg_13;6.07;released;2016-10-04T21:00:00.0000000Z;2016-12-20T21:00:00.0000000Z
33797;ID-0;12;;tv;pg_13;6.58;released;2017-04-08T21:00:00.0000000Z;2017-06-24T21:00:00.0000000Z
33798;Cheer Danshi!! Recap;1;cheer_danshi;special;pg_13;5.91;released;2016-08-08T21:00:00.0000000Z;
33801;Shiguang Guiyu;10;;ona;none;5.43;released;2015-12-14T21:00:00.0000000Z;2016-03-07T21:00:00.0000000Z
33803;Sengoku Choujuu Giga: Kou;13;sengoku_choujuu_giga;tv;pg_13;5.88;released;2016-10-08T21:00:00.0000000Z;2017-01-07T21:00:00.0000000Z
33806;Macross Δ: Delta Shougekijou;9;macross;special;pg_13;6.15;released;2016-07-21T21:00:00.0000000Z;2017-03-23T21:00:00.0000000Z
33808;Girlfriend (Note);3;girlfriend_note;ona;g;6.09;released;2016-10-21T21:00:00.0000000Z;2016-11-04T21:00:00.0000000Z
33811;Teekyuu 8;12;teekyuu;tv;pg_13;6.66;released;2016-10-04T21:00:00.0000000Z;2016-12-20T21:00:00.0000000Z
33814;Ao Oni The Animation;13;ao_oni_the_animation;tv;r;5.13;released;2016-10-02T21:00:00.0000000Z;2017-01-08T21:00:00.0000000Z
33818;Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto;1;amanchu;ova;pg_13;7.38;released;2017-03-28T21:00:00.0000000Z;
33820;Ao Oni The Animation (Movie);1;ao_oni_the_animation;movie;r;4.19;released;2017-02-10T21:00:00.0000000Z;
33821;Tokyo Dai Kuushuu: Aoyo, Kaette Koi;1;;ova;pg;0.0;released;1986-12-31T21:00:00.0000000Z;
33822;Ten ni Yaka Reru: E ni Yoru Shougen;1;;ova;pg;0.0;released;1999-12-31T21:00:00.0000000Z;
33823;Genbaku Dome Monogatari;1;;ova;pg;0.0;released;1990-07-09T20:00:00.0000000Z;
33824;Satoukibibatake;1;;ova;pg;0.0;released;;
33826;Neko no Kuni no Kenpou;1;;ova;g;0.0;released;;
33827;Gakushuu Animation Nihon Koku Kenpou;1;;ova;g;0.0;released;1988-12-31T21:00:00.0000000Z;
33828;Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch;1;;movie;g;0.0;released;2002-10-18T20:00:00.0000000Z;
33831;Chii-chan no Kageokuri;1;;ova;g;0.0;released;;
33834;Sin: Nanatsu no Taizai;12;sin;tv;r_plus;5.69;released;2017-04-14T21:00:00.0000000Z;2017-07-28T21:00:00.0000000Z
33835;PJ Berri no Mogumogu Munyamunya;20;parappa_the_rapper;tv;g;0.0;released;2016-08-18T21:00:00.0000000Z;2017-03-08T21:00:00.0000000Z
33836;Seiren;12;amagami_ss;tv;pg_13;6.31;released;2017-01-05T21:00:00.0000000Z;2017-03-23T21:00:00.0000000Z
33839;Alice in Deadly School;1;gekidol;ova;pg_13;5.33;released;2021-01-03T21:00:00.0000000Z;2021-03-02T21:00:00.0000000Z
33840;Kabuki-bu!;12;kabuki_bu;tv;pg_13;6.62;released;2017-04-06T21:00:00.0000000Z;2017-06-22T21:00:00.0000000Z
33842;Fushigi no Yappo Shima: Pukipuki to Poi;25;;tv;g;0.0;released;2012-01-08T20:00:00.0000000Z;2012-02-09T20:00:00.0000000Z
33843;Matsubara-kun: Mackie E no Ouen Message;1;matsubara_kun;ona;g;0.0;released;2015-10-03T21:00:00.0000000Z;
33845;Free! Movie 1: Timeless Medley - Kizuna;1;free;movie;pg_13;7.52;released;2017-04-21T21:00:00.0000000Z;
33846;Garo: Guren no Tsuki - Yurugaro;21;garo;special;g;5.62;released;2016-07-05T21:00:00.0000000Z;
33849;Nekoronde ID;4;nekoronde_tv;special;g;0.0;released;2016-05-13T21:00:00.0000000Z;
33850;Nil Admirari no Tenbin;12;;tv;pg_13;6.61;released;2018-04-07T21:00:00.0000000Z;2018-06-23T21:00:00.0000000Z
