Id;Name;Episodes;Franchise;Kind;Rating;Score;Status;AiredOn;ReleasedOn
6948;Bakemonogatari Recap;1;bakemonogatari;special;r;7.31;released;2009-08-06T20:00:00.0000000Z;
6950;Aos;1;;movie;r_plus;3.66;released;1963-12-31T21:00:00.0000000Z;
6951;Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna;1;yu_gi_oh;movie;pg_13;7.13;released;2010-01-22T21:00:00.0000000Z;
6953;Ningen Doubutsuen;1;;movie;pg_13;2.76;released;1961-12-31T21:00:00.0000000Z;
6954;Kara no Kyoukai 8: Shuushou;1;kara_no_kyoukai;special;pg_13;7.21;released;2011-02-01T21:00:00.0000000Z;
6956;Working!!;13;working;tv;pg_13;7.69;released;2010-04-03T20:00:00.0000000Z;2010-06-26T20:00:00.0000000Z
6958;Hyakko Extra;1;hyakko;ova;pg_13;6.77;released;2009-10-07T20:00:00.0000000Z;
6959;GA: Geijutsuka Art Design Class: Aozora ga Kakitai;1;ga;ova;pg_13;7.08;released;2010-04-01T20:00:00.0000000Z;
6964;Yuu☆Yuu☆Hakusho Picture Drama;1;yuu_yuu_hakusho;special;pg_13;6.61;released;2009-10-26T21:00:00.0000000Z;
6965;Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi;1;kaiketsu_zorori;movie;g;6.16;released;1993-07-16T20:00:00.0000000Z;
6970;Choujin Sentai Baratack;31;;tv;pg_13;6.22;released;1977-07-02T21:00:00.0000000Z;1978-03-04T21:00:00.0000000Z
6971;Gegege no Kitarou (1971);45;gegege_no_kitarou;tv;g;6.48;released;1971-10-06T21:00:00.0000000Z;1972-09-27T21:00:00.0000000Z
6973;Senkou no Night Raid;13;senkou_no_night_raid;tv;r;6.88;released;2010-04-05T20:00:00.0000000Z;2010-06-28T20:00:00.0000000Z
6974;Seikimatsu Occult Gakuin;13;seikimatsu_occult_gakuin;tv;r;7.07;released;2010-07-05T20:00:00.0000000Z;2010-09-27T20:00:00.0000000Z
6975;Koro no Dai Sanpo;1;;special;g;6.5;released;2001-09-30T20:00:00.0000000Z;
6978;Kyoufu Densetsu Kaiki! Frankenstein;1;;special;r;5.52;released;1981-07-26T20:00:00.0000000Z;
6979;Shukufuku no Campanella;12;shukufuku_no_campanella;tv;r_plus;6.31;released;2010-07-02T20:00:00.0000000Z;2010-09-17T20:00:00.0000000Z
6980;Kaidan Restaurant;23;;tv;pg;7.27;released;2009-10-12T20:00:00.0000000Z;2010-06-07T20:00:00.0000000Z
6981;Super Zugan;21;;tv;pg_13;0.0;released;1992-10-08T21:00:00.0000000Z;1993-03-12T21:00:00.0000000Z
6984;Hidamari Sketch x 365 Specials;3;hidamari_sketch;special;pg_13;7.74;released;2009-03-24T21:00:00.0000000Z;2009-10-23T20:00:00.0000000Z
6985;Buddha Saitan;1;;movie;pg_13;5.94;released;2009-10-16T20:00:00.0000000Z;
6987;Aki-Sora;1;aki_sora;ova;r_plus;5.97;released;2009-12-17T21:00:00.0000000Z;
6988;Doraemon Movie 30: Nobita no Ningyo Daikaisen;1;doraemon;movie;pg;7.14;released;2010-03-05T21:00:00.0000000Z;
6989;Uchuu Ace;52;;tv;g;0.0;released;1965-05-07T21:00:00.0000000Z;1966-04-27T21:00:00.0000000Z
6992;Hoshi ni Negai wo: Fantastic Cat;1;hoshi_ni_negai_wo;ona;pg_13;6.1;released;2009-08-02T20:00:00.0000000Z;
6993;Koneko no Rakugaki;1;koneko_no_studio;movie;g;5.79;released;1957-05-12T21:00:00.0000000Z;
6994;Koneko no Studio;1;koneko_no_studio;movie;g;6.05;released;1959-04-08T21:00:00.0000000Z;
6999;Tennis no Ouji-sama: Another Story - Kako to Mirai no Message Specials;2;tennis_no_ouji_sama;special;pg_13;7.14;released;2009-05-25T20:00:00.0000000Z;2009-09-24T20:00:00.0000000Z
7004;Shin Calimero;52;calimero;tv;g;6.2;released;1992-10-14T21:00:00.0000000Z;1993-09-08T20:00:00.0000000Z
7014;Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku;1;tezuka_osamu_no_buddha;movie;r;6.99;released;2011-05-27T20:00:00.0000000Z;
7016;Senjou no Valkyria: SenVal Theater;9;senjou_no_valkyria;special;pg_13;6.79;released;2009-08-04T20:00:00.0000000Z;2010-04-06T20:00:00.0000000Z
7017;K-On!: Ura-On!;7;k_on;special;g;6.33;released;2009-07-28T20:00:00.0000000Z;2010-01-19T21:00:00.0000000Z
7020;Fashion;1;;movie;g;4.4;released;1959-12-31T21:00:00.0000000Z;
7021;Ni-hiki no Sanma;1;ni_hiki_no_sanma;movie;g;5.0;released;1960-12-31T21:00:00.0000000Z;
7022;G-senjou no Higeki;1;;movie;pg_13;3.61;released;1968-12-31T21:00:00.0000000Z;
7024;Heya;1;;movie;r_plus;3.98;released;1966-12-31T21:00:00.0000000Z;
7025;Kiseichuu no Ichiya;1;;movie;r;5.1;released;1971-12-31T21:00:00.0000000Z;
7026;Mado;1;;movie;g;4.75;released;1964-12-31T21:00:00.0000000Z;
7027;Manga;1;;movie;g;4.66;released;1976-12-31T21:00:00.0000000Z;
7028;Pop;1;;movie;g;3.79;released;1973-12-31T21:00:00.0000000Z;
7029;Tonari no Yarou;1;;movie;g;4.62;released;1964-12-31T21:00:00.0000000Z;
7030;Kemeko no Love;1;;movie;pg;4.43;released;1967-12-31T21:00:00.0000000Z;
7031;Satsujinkyou Jidai;1;;movie;pg_13;4.7;released;1965-12-31T21:00:00.0000000Z;
7032;Kitte no Gensou;1;;movie;g;5.01;released;1960-12-31T21:00:00.0000000Z;
7041;Seto no Hanayome OVA Specials;2;seto_no_hanayome;special;pg_13;7.43;released;2008-11-02T21:00:00.0000000Z;2009-01-04T21:00:00.0000000Z
7044;Zan Sayonara Zetsubou Sensei Bangaichi;2;sayonara_zetsubou_sensei;ova;r;7.8;released;2009-11-16T21:00:00.0000000Z;2010-02-16T21:00:00.0000000Z
7045;Doraemon Movie 21: Nobita no Taiyou Ou Densetsu;1;doraemon;movie;pg;7.29;released;2000-03-03T21:00:00.0000000Z;
7048;Crush Gear Nitro;50;crush_gear_nitro;tv;pg_13;6.28;released;2003-02-01T21:00:00.0000000Z;2004-01-24T21:00:00.0000000Z
7052;Shinshuu Sudama-hen;4;kangetsu_ittou;ova;r_plus;0.0;released;1988-10-11T21:00:00.0000000Z;1989-05-05T20:00:00.0000000Z
7054;Kaichou wa Maid-sama!;26;kaichou_wa_maid_sama;tv;pg_13;8.05;released;2010-04-01T20:00:00.0000000Z;2010-09-23T20:00:00.0000000Z
7058;Uragiri wa Boku no Namae wo Shitteiru;24;;tv;r;7.25;released;2010-04-11T20:00:00.0000000Z;2010-09-19T20:00:00.0000000Z
7059;Black★Rock Shooter (OVA);1;black_rock_shooter;ova;pg_13;7.12;released;2010-07-23T20:00:00.0000000Z;
7060;Ring of Gundam;1;gundam;special;g;5.24;released;2009-08-28T20:00:00.0000000Z;
7062;Hidamari Sketch x ☆☆☆;12;hidamari_sketch;tv;pg_13;7.92;released;2010-01-07T21:00:00.0000000Z;2010-03-25T21:00:00.0000000Z
7066;Mahoromatic: Tadaima Okaeri;2;mahoromatic;special;r_plus;7.08;released;2009-10-16T20:00:00.0000000Z;2009-10-23T20:00:00.0000000Z
7071;Shoujouji no Tanuki-bayashi;1;;movie;g;4.9;released;1932-12-31T21:00:00.0000000Z;
7079;Ookamikakushi;12;;tv;pg_13;6.34;released;2010-01-07T21:00:00.0000000Z;2010-03-25T21:00:00.0000000Z
7081;Danball Senki;44;danball_senki;tv;g;7.0;released;2011-03-01T21:00:00.0000000Z;2012-01-10T20:00:00.0000000Z
7082;Shugo Chara! Party!;25;shugo_chara;tv;pg;6.62;released;2009-10-02T20:00:00.0000000Z;2010-03-26T21:00:00.0000000Z
7083;Hakushaku to Yousei Specials;6;hakushaku_to_yousei;special;pg_13;6.41;released;2008-12-28T21:00:00.0000000Z;2009-08-18T20:00:00.0000000Z
7088;Ichiban Ushiro no Daimaou;12;ichiban_ushiro_no_daimaou;tv;pg_13;6.87;released;2010-04-02T20:00:00.0000000Z;2010-06-18T20:00:00.0000000Z
7090;Madou King Granzort: Saigo no Magical Taisen;2;madou_king_granzort;ova;g;6.33;released;1990-08-09T20:00:00.0000000Z;1990-09-07T20:00:00.0000000Z
7092;Shoujo Fight: Norainu-tachi no Odekake;1;;ova;pg_13;0.0;released;2009-10-22T20:00:00.0000000Z;
7103;Miracle☆Train: Oedo-sen e Youkoso;13;miracle_train;tv;pg_13;6.51;released;2009-10-04T20:00:00.0000000Z;2009-12-27T21:00:00.0000000Z
7106;Ougon Senshi Gold Lightan;52;;tv;pg_13;6.06;released;1981-02-28T21:00:00.0000000Z;1982-02-17T21:00:00.0000000Z
7108;Shikabane Hime: Puchitto;1;shikabane_hime;special;pg_13;6.19;released;2009-08-04T20:00:00.0000000Z;
7109;Gyouten Ningen Batsealer;52;;tv;pg;6.46;released;2001-04-06T20:00:00.0000000Z;2002-03-29T21:00:00.0000000Z
7112;Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars;1;ihatov_gensou;movie;g;6.3;released;2006-06-16T20:00:00.0000000Z;
7113;30th Gundam Perfect Mission;1;gundam;ova;g;6.86;released;2009-08-24T20:00:00.0000000Z;
7117;Pika Don;1;;movie;g;6.31;released;1977-12-31T21:00:00.0000000Z;
7122;Dai Yamato Zero-gou;5;uchuu_senkan_yamato;ova;pg_13;5.74;released;2004-03-30T20:00:00.0000000Z;2007-06-14T20:00:00.0000000Z
7124;Madou King Granzort: Bouken-hen;3;madou_king_granzort;ova;g;6.18;released;1992-03-26T21:00:00.0000000Z;1992-06-25T20:00:00.0000000Z
7135;Mahou Sensei Negima! Movie: Anime Final;1;negima;movie;pg_13;6.78;released;2011-08-26T20:00:00.0000000Z;
7139;Gdleen;1;;ova;r_plus;5.76;released;1990-02-28T21:00:00.0000000Z;
7144;Uchuu Senkan Yamato: Fukkatsu-hen;1;uchuu_senkan_yamato;movie;pg_13;7.02;released;2009-12-11T21:00:00.0000000Z;
7148;Ladies versus Butlers!;12;ladies_versus_butlers;tv;r_plus;6.63;released;2010-01-04T21:00:00.0000000Z;2010-03-22T21:00:00.0000000Z
7152;Anyamal Tantei Kiruminzoo;50;;tv;g;7.01;released;2009-10-04T20:00:00.0000000Z;2010-09-19T20:00:00.0000000Z
7156;Arei no Kagami: Way to the Virgin Space;1;;movie;g;5.61;released;1985-03-15T21:00:00.0000000Z;
7157;Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete;1;dr_slump;movie;pg_13;6.17;released;1993-07-09T20:00:00.0000000Z;
7158;Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi;1;dr_slump;movie;pg_13;6.17;released;1994-07-08T20:00:00.0000000Z;
7160;Yoroshiku Mechadock;30;;tv;pg_13;6.28;released;1984-08-31T20:00:00.0000000Z;1985-03-29T21:00:00.0000000Z
7164;Catman Specials;4;catman;special;pg_13;5.92;released;2001-12-31T21:00:00.0000000Z;2008-10-30T21:00:00.0000000Z
7169;Ibarahime Mata wa Nemurihime;1;;movie;pg_13;6.2;released;1989-12-31T21:00:00.0000000Z;
7170;Kataku;1;;movie;pg_13;6.08;released;1978-12-31T21:00:00.0000000Z;
7171;Oni;1;;movie;pg_13;6.11;released;1971-12-31T21:00:00.0000000Z;
7174;Usaru-san;4;;special;pg;6.0;released;2009-10-02T20:00:00.0000000Z;2009-10-09T20:00:00.0000000Z
7175;Himitsukessha Taka no Tsume Countdown;11;hybrid_deka;tv;pg_13;0.0;released;2009-10-06T20:00:00.0000000Z;2009-12-22T21:00:00.0000000Z
7176;Cheburashka Arere?;26;cheburashka;tv;g;6.46;released;2009-10-06T20:00:00.0000000Z;2010-03-30T20:00:00.0000000Z
7177;Gokyoudai Monogatari;32;;tv;g;0.0;released;2009-10-09T20:00:00.0000000Z;2010-06-25T20:00:00.0000000Z
7189;Kotatsu Neko (TV);26;;tv;g;0.0;released;2009-10-02T20:00:00.0000000Z;2010-03-27T21:00:00.0000000Z
7192;Choujikuu Romanesque Samy: Missing 99;1;;ova;pg_13;4.61;released;1986-07-04T20:00:00.0000000Z;
7193;Aoi Bungaku Series;12;kumo_no_ito;tv;r;7.74;released;2009-10-10T20:00:00.0000000Z;2009-12-26T21:00:00.0000000Z
7211;Rose O'Neill Kewpie;26;;tv;g;0.0;released;2009-12-01T21:00:00.0000000Z;2010-05-25T20:00:00.0000000Z
7216;Sekai Douwa Anime Zenshuu;10;;ova;g;0.0;released;1990-06-09T20:00:00.0000000Z;
7222;Macross F Movie 2: Sayonara no Tsubasa;1;macross;movie;pg_13;7.97;released;2011-02-25T21:00:00.0000000Z;
7229;Black Jack ONA;12;black_jack;ona;pg;6.52;released;2001-01-07T21:00:00.0000000Z;2001-12-31T21:00:00.0000000Z
7230;Hoshi ni Negai wo: Cold Body + Warm Heart;1;hoshi_ni_negai_wo;ona;pg_13;6.16;released;2009-05-31T20:00:00.0000000Z;
7243;Suisei;1;;movie;g;5.12;released;1986-12-31T21:00:00.0000000Z;
7244;Hyakka Zukan;1;;movie;g;5.38;released;1988-12-31T21:00:00.0000000Z;
7245;Sekai Meisaku Douwa: Wow! Maerchen Oukoku;26;;tv;g;6.52;released;1995-04-06T20:00:00.0000000Z;1995-09-28T21:00:00.0000000Z
7247;Naked Wolves;52;;tv;pg;5.88;released;2009-04-05T20:00:00.0000000Z;2010-03-27T21:00:00.0000000Z
7248;Top wo Nerae! Gunbuster Specials;3;gunbuster;special;pg_13;5.73;released;2000-11-24T21:00:00.0000000Z;2001-03-24T21:00:00.0000000Z
7252;Grick no Bouken;1;;movie;g;6.04;released;1981-07-20T20:00:00.0000000Z;
7254;Harukanaru Toki no Naka de 3: Owarinaki Unmei;1;harukanaru_toki_no_naka_de;special;pg_13;6.61;released;2010-01-03T21:00:00.0000000Z;
7255;Hanaori;1;;movie;g;5.41;released;1967-12-31T21:00:00.0000000Z;
7257;Shijin no Shougai;1;;movie;pg;5.69;released;1973-12-31T21:00:00.0000000Z;
7258;Tabi;1;;movie;pg_13;5.4;released;1972-12-31T21:00:00.0000000Z;
7259;Kenju Giga;1;;movie;pg_13;4.98;released;1969-12-31T21:00:00.0000000Z;
7261;Mameshiba;24;taka_no_tsume;special;g;7.06;released;2008-02-29T21:00:00.0000000Z;2012-12-31T20:00:00.0000000Z
7270;Mobile Suit Gundam 00 Special Edition;3;gundam;ova;pg_13;7.6;released;2009-10-26T21:00:00.0000000Z;2010-02-22T21:00:00.0000000Z
7273;Nido to Mezamenu Komori Uta;1;;movie;r_plus;5.34;released;1984-12-31T21:00:00.0000000Z;
7279;TO;2;space_fantasia_2001_nights;ova;pg_13;6.39;released;2009-10-01T20:00:00.0000000Z;
7285;Ginga Tetsudou 999: Diamond Ring no Kanata e;1;ginga_tetsudou;movie;g;6.57;released;2009-09-08T20:00:00.0000000Z;
7290;Cyborg 009: Kaijuu Sensou;1;cyborg;movie;pg;5.92;released;1967-03-18T21:00:00.0000000Z;
7294;Licca-chan Fushigi na Mahou no Ring;2;super_doll_licca_chan;ova;g;5.84;released;1991-08-29T21:00:00.0000000Z;
7303;Detective Conan: Black History;1;detective_conan;special;pg_13;7.61;released;2007-12-16T21:00:00.0000000Z;
7304;Detective Conan Movie 08: Time Travel of the Silver Sky;1;detective_conan;special;pg_13;7.82;released;2004-04-29T20:00:00.0000000Z;
7305;Detective Conan Movie 10: Promo Special;1;detective_conan;special;pg_13;7.65;released;2005-12-31T21:00:00.0000000Z;
7307;Gegege no Kitarou (1985);108;gegege_no_kitarou;tv;g;6.55;released;1985-10-11T21:00:00.0000000Z;1988-02-05T21:00:00.0000000Z
7308;Mirai Shounen Conan (Movie);1;mirai_shounen_conan;movie;pg_13;6.94;released;1979-09-14T21:00:00.0000000Z;
7311;Suzumiya Haruhi no Shoushitsu;1;suzumiya_haruhi_no_yuuutsu;movie;pg_13;8.65;released;2010-02-05T21:00:00.0000000Z;
7314;Yona Yona Penguin;1;;movie;g;5.83;released;2009-09-11T20:00:00.0000000Z;
7322;Needless+: Saint Lily Gakuen no Himitsu;12;needless;special;pg_13;6.75;released;2009-11-26T21:00:00.0000000Z;2010-10-21T20:00:00.0000000Z
7329;Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken;1;tottoko_hamtarou;movie;pg;6.66;released;2001-12-14T21:00:00.0000000Z;
7330;Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess;1;tottoko_hamtarou;movie;pg;6.64;released;2002-12-13T21:00:00.0000000Z;
7333;Koisuru Tenshi Angelique: Kagayaki no Ashita Special;1;angelique;special;pg_13;6.69;released;2007-04-07T20:00:00.0000000Z;
7334;Bakugan Battle Brawlers: Gundalian Invaders;39;baku_tech_bakugan;tv;g;6.22;released;2010-05-22T20:00:00.0000000Z;2011-01-28T21:00:00.0000000Z
7336;Cyborg 009: Chou Ginga Densetsu;1;cyborg;movie;pg_13;6.34;released;1980-12-19T21:00:00.0000000Z;
7337;Hetalia Axis Powers Movie: Paint it, White;1;hetalia;movie;pg_13;7.14;released;2010-06-04T20:00:00.0000000Z;
7338;Darker than Black: Kuro no Keiyakusha Gaiden;4;darker_than_black;special;r;7.96;released;2010-01-26T21:00:00.0000000Z;2010-07-20T20:00:00.0000000Z
7354;Chikara to Onna no Yo no Naka;1;;movie;g;0.0;released;1933-04-12T21:00:00.0000000Z;
7363;Hokuto no Ken: Legend of Heroes;1;hokuto_no_ken;special;pg_13;6.05;released;2006-12-31T21:00:00.0000000Z;
7364;Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun;1;dragon_quest;movie;pg_13;6.48;released;1992-07-10T20:00:00.0000000Z;
7366;Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e;1;boku_no_chikyuu_wo_mamotte;movie;pg_13;6.66;released;1995-01-31T21:00:00.0000000Z;
7367;Naruto: The Cross Roads;1;naruto;special;pg_13;6.82;released;2009-10-11T20:00:00.0000000Z;
7374;100%;1;;ova;r_plus;5.46;released;1990-09-06T20:00:00.0000000Z;
7375;Shakugan no Shana-tan S;4;shakugan_no_shana;special;pg_13;6.89;released;2009-10-22T20:00:00.0000000Z;2010-09-28T20:00:00.0000000Z
7376;Kurumiwari Ningyou;1;kurumiwari_ningyou;movie;g;6.02;released;1979-03-02T21:00:00.0000000Z;
7377;Fuyu no Sonata Episode 0;1;fuyu_no_sonata;special;pg_13;6.52;released;2009-10-16T20:00:00.0000000Z;
7395;Card Wang: Mix Master;39;card_wang;tv;pg;6.48;released;2005-10-03T20:00:00.0000000Z;2006-07-17T20:00:00.0000000Z
7396;Shuffle! Prologue;1;shuffle;ova;pg_13;6.71;released;2005-05-26T20:00:00.0000000Z;
7398;Sekai Meisaku Douwa;20;;ova;g;0.0;released;1975-09-30T21:00:00.0000000Z;1983-01-31T21:00:00.0000000Z
7405;Jankenman;51;jankenman;tv;pg;6.14;released;1991-04-03T21:00:00.0000000Z;1992-03-25T21:00:00.0000000Z
7416;Socket;1;;ova;g;0.0;released;2008-12-31T21:00:00.0000000Z;
7419;Wrestler Gundan Seisenshi Robin Jr.;50;;tv;g;0.0;released;1989-10-18T21:00:00.0000000Z;1990-09-26T20:00:00.0000000Z
7420;Byulbyul Iyagi;6;byulbyul_iyagi;movie;pg_13;0.0;released;2005-09-22T20:00:00.0000000Z;
7423;"The Tales of Rien Village #1: ""Toilet ni Ittokiya""";1;;ona;g;5.38;released;2004-12-31T21:00:00.0000000Z;
7427;Getsumen To Heiki Mina Specials;2;getsumen_to_heiki_mina;special;pg_13;6.04;released;2007-06-05T20:00:00.0000000Z;2007-07-31T20:00:00.0000000Z
7430;Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko;1;konjiki_no_gash_bell;ova;pg_13;6.45;released;2004-12-31T21:00:00.0000000Z;
7435;Dragon Quest: Dai no Daibouken;1;dragon_quest;movie;g;6.62;released;1991-07-19T21:00:00.0000000Z;
7436;Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito;1;dragon_quest;movie;pg_13;6.46;released;1992-03-06T21:00:00.0000000Z;
7445;Karo to Piyobupt: Ouchi;1;karo_to_piyobupt;movie;g;5.08;released;1991-12-31T22:00:00.0000000Z;
7446;Karo to Piyobupt: Sandwich;1;karo_to_piyobupt;movie;g;5.12;released;1991-12-31T22:00:00.0000000Z;
7448;Pacusi;18;pacusi;tv;g;5.46;released;1994-04-03T20:00:00.0000000Z;1995-01-04T21:00:00.0000000Z
7449;Pacusi no Uta;1;pacusi;special;g;5.38;released;1993-12-31T21:00:00.0000000Z;
7450;Kipling Jr.;1;;movie;g;5.49;released;1994-12-31T21:00:00.0000000Z;
7451;Kid's Castle;1;;movie;g;5.32;released;1994-12-31T21:00:00.0000000Z;
7452;Mini Moni Yaru no da Pyon!;66;mini_moni_the_tv;tv;g;0.0;released;2001-06-03T20:00:00.0000000Z;2001-10-25T20:00:00.0000000Z
7453;AIKa Zero Picture Drama;3;aika;special;r_plus;5.59;released;2009-08-24T20:00:00.0000000Z;2009-12-21T21:00:00.0000000Z
7459;The Collected Animations of ICAF (2001-2006);16;;ova;pg_13;0.0;released;2005-12-31T21:00:00.0000000Z;
7461;Komaneko no Christmas: Maigo ni Natta Present;1;komaneko;movie;g;6.04;released;2009-11-06T21:00:00.0000000Z;
7463;Weiß Survive R;12;wei_survive;tv;pg_13;6.09;released;2009-12-04T21:00:00.0000000Z;2010-03-26T21:00:00.0000000Z
7465;Eve no Jikan (Movie);1;eve_no_jikan;movie;pg_13;8.05;released;2010-03-05T21:00:00.0000000Z;
7466;Hashire!;1;;ona;g;5.83;released;2003-04-30T20:00:00.0000000Z;
7468;Princess Lover! Picture Drama;6;princess_lover;special;r_plus;6.2;released;2009-10-22T20:00:00.0000000Z;2010-03-24T21:00:00.0000000Z
7471;Detective Conan Movie 09: Promo Special;1;detective_conan;special;pg_13;7.6;released;2004-12-31T21:00:00.0000000Z;
7472;Gintama Movie 1: Shinyaku Benizakura-hen;1;gintama;movie;r;8.52;released;2010-04-23T20:00:00.0000000Z;
7473;Rennyo to Sono Haha;1;rennyo_monogatari;movie;pg;0.0;released;1981-10-06T21:00:00.0000000Z;
7474;Onegai☆Teacher: Marie, Ai no Gekijou;1;onegai_twins;special;pg_13;6.75;released;2002-10-24T20:00:00.0000000Z;
7475;Ano Ko ni 1000%;1;;ova;pg_13;5.2;released;1989-11-13T21:00:00.0000000Z;
7477;Fusha no Sha;1;;movie;pg;6.44;released;1987-12-31T21:00:00.0000000Z;
7479;Karate Baka Ichidai;47;;tv;pg_13;0.0;released;1973-10-02T21:00:00.0000000Z;1974-09-24T21:00:00.0000000Z
7482;Yume kara, Samenai;1;;ova;pg_13;4.73;released;1987-02-25T21:00:00.0000000Z;
7485;Urashima Tarou (supposed title);1;taro_urashima;movie;g;4.7;released;1918-01-31T21:28:00.0000000Z;
7488;Karo to Piyobupt: Ame no Hi;1;karo_to_piyobupt;movie;g;5.3;released;1991-12-31T22:00:00.0000000Z;
7491;Dragon Quest Retsuden: Roto no Monshou;1;dragon_quest;movie;g;6.01;released;1996-04-19T20:00:00.0000000Z;
7494;Usagi to Kame;1;panpaka_pants;movie;g;5.34;released;1923-12-31T22:00:00.0000000Z;
7495;Nonki na Tou-san Ryuuguu Mairi;1;;movie;g;0.0;released;1924-12-31T22:00:00.0000000Z;
7496;Saiyuuki: Son Gokuu Monogatari;1;saiyuuki;movie;g;5.57;released;1925-12-31T22:00:00.0000000Z;
7497;Mikan-bune;1;;movie;g;4.71;released;1927-02-10T22:00:00.0000000Z;
7498;Doubutsu Olympic Taikai;1;;movie;g;5.59;released;1928-09-03T22:00:00.0000000Z;
7500;Maabou no Shounen Koukuu Tsuwamono;1;;movie;g;0.0;released;1937-10-26T21:00:00.0000000Z;
7501;Kintarou Taiiku Nikki;1;;movie;g;5.42;released;1940-09-18T21:00:00.0000000Z;
7504;Bollogi Iyagi;1;;ona;g;5.48;released;2002-12-31T21:00:00.0000000Z;
7505;Knyacki!;0;;tv;pg;6.14;ongoing;1995-04-06T20:00:00.0000000Z;
7510;Shisha no Sho;1;;movie;pg_13;5.98;released;2005-07-07T20:00:00.0000000Z;
7511;Worku;2;;ona;g;5.64;released;2005-04-04T20:00:00.0000000Z;2017-03-13T21:00:00.0000000Z
7522;Taichi Senjimon;39;;tv;pg;6.33;released;2007-04-28T20:00:00.0000000Z;2008-01-19T21:00:00.0000000Z
7523;Fuku-chan no Sensuikan;1;fuku_chan;movie;g;5.03;released;1944-11-08T21:00:00.0000000Z;
7524;Mahou no Pen;1;;movie;g;5.54;released;1945-12-31T21:00:00.0000000Z;
7525;Kick Off 2002;26;;tv;pg;0.0;released;2002-02-17T21:00:00.0000000Z;2002-09-01T20:00:00.0000000Z
7526;Ousama no Shippo;1;;movie;g;0.0;released;1949-09-30T21:00:00.0000000Z;
7527;Ponsuke no Udekurabe;1;;movie;g;0.0;released;1951-01-31T21:00:00.0000000Z;
7528;Kujira (1952);1;kujira;movie;g;5.3;released;1952-11-30T21:00:00.0000000Z;
7529;Mori no Ongakukai;1;;movie;g;0.0;released;1953-02-28T21:00:00.0000000Z;
7530;Hana to Chou;1;;movie;g;5.27;released;1954-09-30T21:00:00.0000000Z;
7531;Onbu Obake;1;onbu_obake;movie;g;0.0;released;1955-12-25T21:00:00.0000000Z;
7532;Kuroi Kikori to Shiroi Kikori;1;;movie;g;6.11;released;1956-06-30T21:00:00.0000000Z;
7536;Soukou Kihei Votoms: Pailsen Files Movie;1;votoms_finder;movie;r;6.64;released;2009-01-16T21:00:00.0000000Z;
7540;Kurogane no Linebarrels Specials;2;kurogane_no_linebarrels;special;r;6.56;released;2009-08-25T20:00:00.0000000Z;2009-11-13T21:00:00.0000000Z
7547;Komadori Eiga: Komaneko;1;komaneko;movie;g;6.42;released;2006-12-08T21:00:00.0000000Z;
7549;Quiz Magic Academy: The Original Animation 2;1;quiz_magic_academy;ova;pg_13;6.06;released;2010-02-10T21:00:00.0000000Z;
7550;Pokemon: Pikachu Tanken Club;1;pokemon;special;pg;6.28;released;2007-07-31T20:00:00.0000000Z;
7551;Gowapper 5 Gordam;36;;tv;pg_13;6.11;released;1976-04-03T21:00:00.0000000Z;1976-12-28T21:00:00.0000000Z
7559;Fate/stay night TV Reproduction;2;fate;ova;pg_13;6.87;released;2010-01-16T21:00:00.0000000Z;
7561;Kaitou Reinya;12;kaitou_reinya;tv;pg;5.69;released;2010-01-08T21:00:00.0000000Z;2010-03-26T21:00:00.0000000Z
7568;Umineko no Naku Koro ni Specials;26;umineko;special;pg_13;6.42;released;2009-10-22T20:00:00.0000000Z;2010-10-23T20:00:00.0000000Z
7569;Idol Ace;1;;ona;pg_13;5.33;released;2004-12-31T21:00:00.0000000Z;
7571;Kita e.: Diamond Dust Drops Special;1;kita_e;special;pg_13;6.29;released;2004-08-17T20:00:00.0000000Z;
7575;Oh! Family;26;;tv;g;0.0;released;1986-10-05T21:00:00.0000000Z;1987-03-29T20:00:00.0000000Z
7578;Gokinjo Monogatari the Movie;1;paradise_kiss;movie;g;6.45;released;1996-03-01T21:00:00.0000000Z;
7579;Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri;1;happy_lesson;special;g;6.64;released;2001-12-31T21:00:00.0000000Z;
7580;Ikkitousen: Xtreme Xecutor;12;ikkitousen;tv;r_plus;6.78;released;2010-03-25T21:00:00.0000000Z;2010-06-10T20:00:00.0000000Z
